,title,vote_count,vote_average,year,imdb_id,soup
13984,Transformers: Revenge of the Fallen,3192.0,6.0,2009,tt1055369,egypt sun chao symbol artifact transform tank robot imax duringcreditssting shialabeouf meganfox joshduhamel michaelbay michaelbay michaelbay Science Fiction Action Adventure
13985,Home,181.0,7.9,2009,tt1014762,climatechang earth globalwarm waterpollut well earthinperil oiltank glennclose yannarthus-bertrand jacquesgamblin yannarthus-bertrand yannarthus-bertrand yannarthus-bertrand Documentary
13989,The File on Thelma Jordon,8.0,6.3,1950,tt0041368,adulteri districtattorney filmnoir barbarastanwyck wendellcorey paulkelly robertsiodmak robertsiodmak robertsiodmak Crime Drama
13993,Whatever Works,365.0,6.8,2009,tt1178663,loveatfirstsight runaway agediffer naiveti christian marriag atheist misanthrop eccentr religion date newyorkc oldermanyoungerwomanrelationship limp larrydavid evanrachelwood adambrooks woodyallen woodyallen woodyallen Comedy Romance
13994,Ghosts of Girlfriends Past,716.0,5.6,2009,tt0821640,woman love wed aftercreditssting duringcreditssting pastrelationship matthewmcconaughey jennifergarner michaeldouglas markwaters markwaters markwaters Fantasy Comedy Romance
13998,Public Enemies,1371.0,6.5,2009,tt1152836,cinema hidingplac machinegun prisonguard escapefromprison christianbale johnnydepp giovanniribisi michaelmann michaelmann michaelmann History Crime Drama
13999,Ice Age: Dawn of the Dinosaurs,2330.0,6.5,2009,tt1080016,iceag bridg insan jungl dinosaur birth duringcreditssting 3d rayromano johnleguizamo denisleary carlossaldanha carlossaldanha carlossaldanha Animation Comedy Family Adventure
14001,Prison Break: The Final Break,174.0,7.5,2009,tt1131748,prison love wentworthmiller sarahwaynecallies dominicpurcell bradturner bradturner bradturner Action Drama Thriller
14006,Is It College Yet?,26.0,7.4,2002,tt0285627,tracygrandstaff wendyhoopes karendisher karendisher karendisher Animation Comedy
14014,My Sister's Keeper,614.0,7.1,2009,tt1078588,parentchildrelationship sistersisterrelationship courtcas invitrofertilis medicalexamin camerondiaz alecbaldwin abigailbreslin nickcassavetes nickcassavetes nickcassavetes Drama
14016,Hood of Horror,18.0,4.2,2006,tt0475298,graffiti hell antholog womandirector snoopdogg erniehudson dannytrejo stacytitle stacytitle stacytitle Action Comedy Drama Horror
14021,Tales of the Black Freighter,45.0,7.0,2009,tt1295071,pirat gerardbutler jaredharris camclarke mikesmith mikesmith mikesmith Animation Horror Action
14025,(500) Days of Summer,2993.0,7.2,2009,tt1022603,date sex jealousi fight architect galleri interview sister parti love friend fate losangel summer heartach josephgordon-levitt zooeydeschanel chloëgracemoretz marcwebb marcwebb marcwebb Comedy Drama Romance
14026,Through the Olive Trees,20.0,7.4,1994,tt0111845,drama mohamadalikeshavarz farhadkheradmand zarifehshiva abbaskiarostami abbaskiarostami abbaskiarostami Drama
14031,Brüno,528.0,5.4,2009,tt0889583,gay fame mockumentari hollywood lgbt duringcreditssting sachabaroncohen richardbey ronpaul larrycharles larrycharles larrycharles Comedy
14037,The Librarian: The Curse of the Judas Chalice,134.0,5.9,2008,tt1146438,mytholog neworlean vampir treasurehunt juda noahwyle bobnewhart stanakatic jonathanfrakes jonathanfrakes jonathanfrakes Fantasy Action Adventure Comedy
14041,Men of War,30.0,5.5,1994,tt0110490,asia island mercenari independentfilm jungl dolphlundgren charlottelewis bdwong perrylang perrylang perrylang Action Thriller
14044,Harry Potter and the Half-Blood Prince,5435.0,7.4,2009,tt0417741,witch magic broom schoolofwitchcraft wizardri apparit teenagecrush werewolf danielradcliffe rupertgrint emmawatson davidyates davidyates davidyates Adventure Fantasy Family
14054,The Group,6.0,4.7,1966,tt0060479,candicebergen joanhackett elizabethhartman sidneylumet sidneylumet sidneylumet Drama
14062,The Fast and the Furious,6.0,3.8,1955,tt0046969,nurs hostag race roadmovi handgun johnireland dorothymalone brucecarlisle johnireland johnireland johnireland Action Crime Drama
14065,The Imaginarium of Doctor Parnassus,885.0,6.3,2009,tt1054606,circus immort elder aftercreditssting duringcreditssting christopherplummer heathledger johnnydepp terrygilliam terrygilliam terrygilliam Adventure Fantasy Mystery
14070,Shiver,27.0,5.4,2008,tt0896927,spain highschool ruralset juniovalverde blancasuárez jimmybarnatán isidroortiz isidroortiz isidroortiz Horror Thriller
14089,'Neath the Arizona Skies,9.0,3.7,1934,tt0024805,oil johnwayne sheilaterry shirleyjeanrickert harryl.fraser harryl.fraser harryl.fraser Action Western
14106,Orphan,1296.0,6.7,2009,tt1148204,nun deaf-mut orphan aftercreditssting duringcreditssting verafarmiga petersarsgaard isabellefuhrman jaumecollet-serra jaumecollet-serra jaumecollet-serra Horror Thriller Mystery
14110,The Ugly Truth,1005.0,6.4,2009,tt1142988,romanticcomedi romanc tvmorningshow relationship oppositesattract katherineheigl gerardbutler ericwinter robertluketic robertluketic robertluketic Comedy Romance
14112,Wild River,19.0,6.5,1960,tt0054476,river flood montgomeryclift leeremick jovanfleet eliakazan eliakazan eliakazan History Drama Romance
14114,High Hopes,22.0,7.5,1988,tt0095302,independentfilm phildavis ruthsheen ednadoré mikeleigh mikeleigh mikeleigh Comedy Drama
14123,Aliens in the Attic,254.0,5.3,2009,tt0775552,alien comedi duringcreditssting liveactionandanim carterjenkins austinbutler kevinnealon johnschultz johnschultz johnschultz Adventure Comedy Family Fantasy Science Fiction
14124,District 9,3451.0,7.3,2009,tt1136608,slum streetgang mutat southafrica johannesburg dystopia genet govern satir alien mockumentari alternatehistori racism metamorphosi xenophobia bodytransform alientechnolog sharltocopley jasoncope nathalieboltt neillblomkamp neillblomkamp neillblomkamp Science Fiction
14125,Julie & Julia,579.0,6.6,2009,tt1135503,cook book cookbook blog recip womandirector merylstreep amyadams stanleytucci noraephron noraephron noraephron Romance Drama
14128,Race to Witch Mountain,520.0,5.4,2009,tt1075417,mountain spacecraft laser teleport telekinesi alien militari duringcreditssting supernaturalpow dwaynejohnson annasophiarobb alexanderludwig andyfickman andyfickman andyfickman Adventure Family Fantasy Science Fiction Thriller Action
14133,G.I. Joe: The Rise of Cobra,1988.0,5.6,2009,tt1046173,terrorist secret hostag technolog laser warhead govern presid reveng murder attack explos scientist evil cobra dennisquaid channingtatum marlonwayans stephensommers stephensommers stephensommers Adventure Action Thriller Science Fiction
14135,Cold Souls,47.0,6.1,2009,tt1127877,womandirector paulgiamatti emilywatson dinakorzun sophiebarthes sophiebarthes sophiebarthes Comedy Drama Fantasy Science Fiction
14144,Introducing Dorothy Dandridge,11.0,6.0,1999,tt0172348,womandirector halleberry brentspiner klausmariabrandauer marthacoolidge marthacoolidge marthacoolidge Drama
14151,Gangster's Paradise: Jerusalema,16.0,6.8,2008,tt0783532,hear gangofthiev organizedcrim danielbuckland roberthobbs rapulanaseiphemo ralphziman ralphziman ralphziman Drama Action Crime Foreign
14152,Wings of Hope,7.0,7.7,2000,tt0249248,peru surviv jungl wernerherzog julianekoepcke wernerherzog wernerherzog wernerherzog Documentary
14172,Evangelion: 1.0: You Are (Not) Alone,132.0,7.4,2007,tt0923811,fathersonrelationship megumiogata megumihayashibara kotonomitsuishi hideakianno hideakianno hideakianno Animation Science Fiction Action Drama
14177,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14178,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14179,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14180,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14181,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14182,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14183,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14184,Deal,22.0,5.2,2008,tt0446676,competit poker callgirl mentor restart confid loser learningandteach gain turnier independentfilm money illegalprostitut burtreynolds bretharrison shannonelizabeth gilcatesjr. gilcatesjr. gilcatesjr. Comedy Drama
14188,"The Goods: Live Hard, Sell Hard",58.0,5.4,2009,tt1092633,duringcreditssting jeremypiven vingrhames jamesbrolin nealbrennan nealbrennan nealbrennan Comedy
14189,Adam,152.0,6.9,2009,tt1185836,children'sbook hughdancy rosebyrne petergallagher maxmayer maxmayer maxmayer Drama Romance
14195,Gigantic,51.0,5.8,2008,tt1176251,departmentstor adopt chinesewoman stalker independentfilm stalk zooeydeschanel johngoodman pauldano mattaselton mattaselton mattaselton Comedy Romance
14196,The Time Traveler's Wife,815.0,6.7,2009,tt0452694,chicago sex basedonnovel nuditi diari futur time timetravel marriag love romanc travel tragiclov relationship timetravel ericbana rachelmcadams michellenolden robertschwentke robertschwentke robertschwentke Drama Romance Fantasy
14208,"I Love You, Beth Cooper",204.0,5.2,2009,tt1032815,virgin cheerlead graduat highschool friend inthecloset teenag popular basedonyoungadultnovel haydenpanettiere paulrust laurenlondon chriscolumbus chriscolumbus chriscolumbus Comedy Romance
14210,No Regret,9.0,6.4,2006,tt0996948,gay malenud attemptedmurd buriedal kimnam-gil leeyoung-hoon kimdong-wook leesonghee-il leesonghee-il leesonghee-il Drama Romance
14216,G-Force,519.0,5.1,2009,tt0436339,duringcreditssting samrockwell penélopecruz tracymorgan hoytyeatman hoytyeatman hoytyeatman Fantasy Action Adventure Family Comedy
14224,Bronson,756.0,6.9,2008,tt1172570,prison isol tomhardy mattking jameslance nicolaswindingrefn nicolaswindingrefn nicolaswindingrefn Drama Action Crime
14228,Little Richard,3.0,4.5,2000,tt0228528,leonrobinson dondowe roberttownsend roberttownsend roberttownsend Music Drama TV Movie
14229,The Curiosity of Chance,15.0,5.8,2006,tt0481273,gay highschool independentfilm jock bulli comingofag lgbtchild tadhilgenbrink brettchukerman chrismulkey russellp.marleau russellp.marleau russellp.marleau Comedy
14248,Lorna's Silence,42.0,6.7,2008,tt1186369,belgium taxidriv fictitiousmarriag junki gangster conscienc artadobroshi jérémierenier fabriziorongione lucdardenne lucdardenne lucdardenne Crime Drama
14250,It Might Get Loud,54.0,7.4,2009,tt1229360,jimmypage theedge jackwhite davisguggenheim davisguggenheim davisguggenheim Documentary Music
14260,Post Grad,102.0,5.0,2009,tt1142433,career famili unemploy womandirector alexisbledel zachgilford rodrigosantoro vickyjenson vickyjenson vickyjenson Comedy
14265,To Each His Own Cinema,26.0,7.2,2007,tt0973844,womandirector isabelleadjani pegahahangarani anoukaimée akikaurismäki akikaurismäki akikaurismäki Comedy Drama
14267,Troll 2,101.0,3.6,1990,tt0105643,poison witch monster danceperform smalltown seduct hallucin cult delirium vacat sandwich mirror seanc recreationalvehicl farmingcommun goblin powerofgood michaelstephenson georgehardy margoprey claudiofragasso claudiofragasso claudiofragasso Horror
14276,Taking Woodstock,129.0,6.2,2009,tt1127896,musicfestiv independentfilm demetrimartin imeldastaunton henrygoodman anglee anglee anglee Music Comedy Drama
14280,Halloween II,273.0,5.1,2009,tt1311067,nurs shotgun nuditi therapist book halloween barn deathofafriend insan numberintitl rampag hospit pentagram mentalinstitut red murder violenc duringcreditssting michaelmy scouttaylor-compton sherimoonzombie tylermane robzombie robzombie robzombie Horror
14287,The Secret in Their Eyes,638.0,7.8,2009,tt1305806,rape secret write homicid kidnap passion suspect investig polic partner murder tension argentina justic eye ricardodarín soledadvillamil pablorago juanjosécampanella juanjosécampanella juanjosécampanella Crime Drama Mystery Romance
14289,9,1291.0,6.6,2009,tt0472033,manvsmachin hope post-apocalypt dystopia friendship war steampunk coward endofworld ragdol christopherplummer martinlandau johnc.reilly shaneacker shaneacker shaneacker Action Adventure Animation Science Fiction Thriller
14295,The Three Musketeers,2.0,3.0,1933,tt0024663,jackmulhall raymondhatton ralphbushman armandschaefer armandschaefer armandschaefer Action Adventure
14297,Frequently Asked Questions About Time Travel,189.0,7.1,2009,tt0910554,timetravel pub chriso'dowd deanlennoxkelly annafaris garethcarrivick garethcarrivick garethcarrivick Drama Comedy Science Fiction Romance
14298,The White Ribbon,263.0,7.2,2009,tt1149362,germani childabus pastor propaganda children punish villagepeopl ursinalardi ulrichtukur burghartklaußner michaelhaneke michaelhaneke michaelhaneke Crime Drama Mystery
14304,Louis Theroux: The Most Hated Family in America,22.0,7.6,2007,tt1000764,bibl protest god homosexu deadsoldi louistheroux fredphelps geoffreyo'connor geoffreyo'connor geoffreyo'connor Documentary
14306,Pandorum,783.0,6.5,2009,tt1188729,mutat dystopia spaceship surviv mission benfoster dennisquaid camgigandet christianalvart christianalvart christianalvart Action Horror Mystery Science Fiction Thriller
14313,The Men Who Stare at Goats,755.0,5.9,2009,tt1234548,vietnamveteran kuwait newag drugus hippielifestyl georgeclooney ewanmcgregor jeffbridges grantheslov grantheslov grantheslov Comedy War
14320,Padre Padrone,16.0,6.7,1977,tt0076517,biographi omeroantonutti saveriomarconi marcellamichelangeli paolotaviani paolotaviani paolotaviani Drama
14328,Jennifer's Body,858.0,5.3,2009,tt1131734,bloodthirsti highschool sexualmurd horror gore slumberparti demon succubus candlelightvigil duringcreditssting womandirector meganfox amandaseyfried johnnysimmons karynkusama karynkusama karynkusama Comedy Horror
14329,The Informant!,305.0,6.0,2009,tt1130080,agricultur compani witnesstomurd mattdamon scottbakula joelmchale stevensoderbergh stevensoderbergh stevensoderbergh Drama Comedy Crime
14336,Extract,192.0,5.7,2009,tt1225822,infidel conman thief independentfilm busi manufactur duringcreditssting misfortun jasonbateman milakunis kristenwiig mikejudge mikejudge mikejudge Comedy
14337,The Final Destination,851.0,5.4,2009,tt1144884,carrac dyinganddeath plan stock-car-rac carcrash premonit gore vision bobbycampo shantelvansanten nickzano davidr.ellis davidr.ellis davidr.ellis Horror Mystery
14338,Gamer,778.0,5.6,2009,tt1034032,dystopia mindcontrol gunbattl wrongfulimprison dystopicfutur wrongfulconvict gerardbutler michaelc.hall loganlerman briantaylor briantaylor briantaylor Action Thriller Science Fiction
14339,Cloudy with a Chance of Meatballs,1799.0,6.5,2009,tt0844471,weather food scienc billhader annafaris jamescaan phillord phillord phillord Animation Comedy Family
14345,"Food, Inc.",223.0,7.3,2008,tt1286537,foodindustri corn michaelpollan ericschlosser richardlobb robertkenner robertkenner robertkenner Documentary
14349,Thirst,198.0,7.0,2009,tt0762073,selfmutil childhoodfriend confession catholicguilt songkang-ho kimok-bin kimhae-sook parkchan-wook parkchan-wook parkchan-wook Drama Horror Thriller
14350,Battle for Terra,98.0,6.0,2007,tt0858486,mutini cave chase invas surreal robot evanrachelwood briancox jamesgarner aristomenistsirbas aristomenistsirbas aristomenistsirbas Action Adventure Animation Science Fiction
14364,Paranormal Activity,1351.0,5.9,2007,tt1179904,haunt psychic entiti demonicpossess foundfootag katiefeatherston micahsloat markfredrichs orenpeli orenpeli orenpeli Horror Mystery
14368,Not Quite Hollywood,20.0,6.9,2008,tt0996966,histori ozploit phillipadams gloryannen brionybehets markhartley markhartley markhartley Comedy Documentary
14370,The 3 Worlds of Gulliver,11.0,5.4,1960,tt0053882,shrink kerwinmathews junethorburn jomorrow jacksher jacksher jacksher Music Adventure Fantasy Comedy Family
14376,World's Greatest Dad,181.0,6.5,2009,tt1262981,malenud poetri adolesc lie nuditi reject highschool independentfilm teacher vulgar student robinwilliams alexiegilmore darylsabara bobcatgoldthwait bobcatgoldthwait bobcatgoldthwait Comedy Romance
14377,"Black God, White Devil",24.0,6.8,1964,tt0058006,brazilian drama classic cinemanovo geraldodelrey mauriciodovalle yonámagalhães glauberrocha glauberrocha glauberrocha Adventure Crime Drama Western
14378,Still Walking,65.0,7.5,2008,tt1087578,hiroshiabe yuinatsukawa kazuyatakahashi hirokazukoreeda hirokazukoreeda hirokazukoreeda Drama Family
14386,Wanted,32.0,5.2,2009,tt1084972,gangwar salmankhan ayeshatakia maheshmanjrekar prabhudeva prabhudeva prabhudeva Action Comedy Crime Thriller
14387,The Cove,241.0,7.9,2009,tt1313104,japan ocean dolphin nation suffer dyinganddeath expos fishingboat activist joechisholm mandy-raecruikshank charleshambleton louiepsihoyos louiepsihoyos louiepsihoyos Documentary
14388,A Serious Man,492.0,6.6,2009,tt1019452,professor darkcomedi telephonecal aftercreditssting 1960s michaelstuhlbarg richardkind fredmelamed joelcoen joelcoen joelcoen Comedy Drama
14389,City Island,114.0,6.9,2009,tt1174730,secret fetish stripper familysecret convict chubbywoman extramaritalaffair andygarcía juliannamargulies stevenstrait raymonddefelitta raymonddefelitta raymonddefelitta Drama Comedy
14390,Ink,102.0,6.5,2009,tt1071804,supernatur fatherdaughterrelationship chriskelly jessicaduffy quinnhunchar jaminwinans jaminwinans jaminwinans Action Fantasy
14397,Grace,44.0,5.1,2009,tt1220213,jordanladd samanthaferris gabriellerose paulsolet paulsolet paulsolet Horror Thriller
14398,The Haunted World of El Superbeasto,43.0,6.1,2009,tt0419724,femalenud monster hero nuditi halloween bloodsplatt zombi robot death adultanim rosariodawson dannytrejo sherimoonzombie robzombie robzombie robzombie Animation Horror Action Comedy
14402,Whip It,366.0,6.7,2009,tt1172233,sport duringcreditssting womandirector ellenpage aliashawkat kristenwiig drewbarrymore drewbarrymore drewbarrymore Drama
14403,The Invention of Lying,523.0,6.0,2009,tt1058017,rickygervais jennifergarner jonahhill rickygervais rickygervais rickygervais Comedy Romance Fantasy
14405,A-Haunting We Will Go,4.0,4.9,1942,tt0034424,magic conman stanlaurel oliverhardy dante alfredl.werker alfredl.werker alfredl.werker Comedy
14406,Surrogates,1219.0,5.9,2009,tt0986263,clone dystopia brucewillis radhamitchell rosamundpike jonathanmostow jonathanmostow jonathanmostow Action Science Fiction Thriller
14407,Next Day Air,37.0,5.3,2009,tt1097013,duringcreditssting donaldfaison mikeepps woodharris bennyboom bennyboom bennyboom Action Comedy Crime
14408,Zombieland,3655.0,7.2,2009,tt1156398,washingtond.c. sistersisterrelationship post-apocalypt roadtrip bloodsplatt parodi surviv zombi violenc survivalhorror amusementpark zombif loner aftercreditssting zombieapocalyps jesseeisenberg woodyharrelson emmastone rubenfleischer rubenfleischer rubenfleischer Comedy Horror
14417,Whiteout,225.0,5.3,2009,tt0365929,airplan basedoncom corps katebeckinsale gabrielmacht tomskerritt dominicsena dominicsena dominicsena Action Crime Mystery Thriller
14419,An Education,423.0,6.9,2009,tt1174732,adolesc agediffer parentchildrelationship self-discoveri comingofag loveaffair youth famili womandirector teachingthewaysoftheworld loveandrom teenagelif careymulligan oliviawilliams petersarsgaard lonescherfig lonescherfig lonescherfig Drama Romance
14426,Burma VJ: Reporting from a Closed Country,13.0,6.4,2008,tt1333634,andersøstergaard andersøstergaard andersøstergaard Documentary Foreign
14427,Werner Herzog Eats His Shoe,16.0,7.1,1980,tt0081746,wernerherzog lesblank lesblank lesblank Comedy Documentary
14430,Couples Retreat,601.0,5.3,2009,tt1078940,island marriedcoupl yoga tahiti couplestherapi beautifulwoman aftercreditssting duringcreditssting vincevaughn malinåkerman jasonbateman peterbillingsley peterbillingsley peterbillingsley Comedy Romance
14440,Deadgirl,100.0,5.5,2008,tt0896534,rape asylum necrophilia shilohfernandez noahsegan michaelbowen marcelsarmiento marcelsarmiento marcelsarmiento Romance Horror Thriller
14450,I Sell The Dead,62.0,6.0,2008,tt0902290,grave vampir alien undead dominicmonaghan larryfessenden ronperlman jeremiahkipp jeremiahkipp jeremiahkipp Comedy Drama Horror
14455,Where the Wild Things Are,580.0,6.4,2009,tt0386117,creatur basedonchildren'sbook children'sbook lie overflowingwithimagin maxrecords catherinekeener laurenambrose spikejonze spikejonze spikejonze Family Fantasy
14458,Entranced Earth,20.0,6.3,1967,tt0062352,cinemanovo jardelfilho pauloautran josélewgoy glauberrocha glauberrocha glauberrocha Drama
14466,Reckless,4.0,5.8,1984,tt0087983,americanfootbal cheerlead highschool romanc teenag motorcycl aidanquinn darylhannah jennifergrey jamesfoley jamesfoley jamesfoley Drama Romance Comedy
14469,Legionnaire,106.0,5.2,1998,tt0126388,rebel shepherd morocco jean-claudevandamme adewaleakinnuoye-agbaje stevenberkoff petermacdonald petermacdonald petermacdonald Adventure Drama Action History Thriller
14472,"New York, I Love You",174.0,5.7,2008,tt0808399,newyork cityportrait womandirector haydenchristensen andygarcía rachelbilson natalieportman natalieportman natalieportman Comedy Drama Romance
14473,Law Abiding Citizen,1522.0,7.2,2009,tt1197624,tattoo secretpassag baseballbat deal explos justic districtattorney courtroom vigilant jamiefoxx gerardbutler colmmeaney f.garygray f.garygray f.garygray Drama Crime Thriller
14479,Amelia,71.0,5.4,2009,tt1129445,fli empower airplan womandirector hilaryswank richardgere aaronabrams miranair miranair miranair Adventure
14482,Mary and Max,596.0,7.8,2009,tt0978762,chocol birthmark onlychild approach australia friendshipbracelet stopmot neighbor phonebook correspond penpal tonicollette philipseymourhoffman ericbana adamelliot adamelliot adamelliot Animation Comedy Drama
14506,Up in the Air,1246.0,6.7,2009,tt1193138,suitcas busi ontheroad downsiz crosscountri duringcreditssting georgeclooney verafarmiga annakendrick jasonreitman jasonreitman jasonreitman Drama Romance
14518,Mutant Pumpkins from Outer Space,78.0,6.0,2009,tt1482967,monster mutant alien sethrogen reesewitherspoon hughlaurie peterramsey peterramsey peterramsey TV Movie Animation Family Comedy
14526,Balance,32.0,7.7,1989,tt0096880,teamwork greed surreal stopmot polit selfish balanc short christophlauenstein christophlauenstein christophlauenstein Drama Animation
14527,Vampire Girl vs. Frankenstein Girl,23.0,5.2,2009,tt1425928,yukiekawamura takumisaito eriotoguro yoshihironishimura yoshihironishimura yoshihironishimura Comedy Foreign Horror
14531,Saw VI,755.0,6.0,2009,tt1233227,aftercreditssting tobinbell costasmandylor betsyrussell kevingreutert kevingreutert kevingreutert Horror Mystery
14532,This Is It,253.0,6.7,2009,tt1477715,popstar music concert aftercreditssting duringcreditssting michaeljackson orianthi kennyortega kennyortega kennyortega kennyortega Music Documentary
14539,Cirque du Freak: The Vampire's Assistant,354.0,5.5,2009,tt0450405,vampir spider wolfman bestfriend antidot basedonyoungadultnovel johnc.reilly joshhutcherson chrismassoglia paulweitz paulweitz paulweitz Adventure Fantasy Action Thriller
14541,Good Hair,33.0,6.7,2009,tt1213585,mayaangelou chrisrock nialong jeffstilson jeffstilson jeffstilson Comedy Documentary
14542,Black Dynamite,204.0,7.3,2009,tt1190536,blackpeopl blaxploit spoof duringcreditssting michaeljaiwhite arseniohall tommydavidson scottsanders scottsanders scottsanders Action Comedy
14543,Big Fan,45.0,6.1,2009,tt1228953,gun loser sport beat diner hospit obsessedfan singinginacar pattonoswalt kevincorrigan michaelrapaport robertd.siegel robertd.siegel robertd.siegel Comedy Drama
14546,Astro Boy,420.0,6.1,2009,tt0375568,superhero nicolascage kristenbell billnighy davidbowers davidbowers davidbowers Animation Action Family Science Fiction
14549,Gentlemen Broncos,51.0,6.2,2009,tt1161418,write plagiar independentfilm aftercreditssting duringcreditssting michaelangarano samrockwell cliverevill jaredhess jaredhess jaredhess Action Comedy Thriller
14550,Fantastic Mr. Fox,1206.0,7.5,2009,tt0432283,fox tree peasant reveng farmlif georgeclooney merylstreep jasonschwartzman wesanderson wesanderson wesanderson Adventure Animation Comedy Family
14566,A Christmas Carol,1137.0,6.6,2009,tt1067106,holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma garyoldman jimcarrey stevevalentine robertzemeckis robertzemeckis robertzemeckis Animation Drama
14571,Battlestar Galactica: The Plan,145.0,6.6,2009,tt1286130,fighterpilot bodydoubl edwardjamesolmos deanstockwell michaeltrucco edwardjamesolmos edwardjamesolmos edwardjamesolmos Science Fiction Action Adventure Drama
14583,Partly Cloudy,335.0,7.9,2009,tt1425244,americanfootbal babi cloud allig bone dog stork porcupin child short pixaranim tonyfucile loririchardson petersohn petersohn petersohn Animation Family
14586,Grey Gardens,35.0,6.7,2009,tt0758751,drewbarrymore jessicalange jeannetripplehorn michaelsucsy michaelsucsy michaelsucsy Drama History TV Movie
14588,2012,4994.0,5.6,2009,tt1190080,civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt johncusack amandapeet chiwetelejiofor rolandemmerich rolandemmerich rolandemmerich Action Adventure Science Fiction
14589,The Box,610.0,5.4,2009,tt0362478,experi homicid key sacrific research test decis polic control stalker murder alien gift conspiraci money scientist violenc button stranger box camerondiaz jamesmarsden franklangella richardkelly richardkelly richardkelly Thriller Science Fiction
14590,Broken Embraces,167.0,7.1,2009,tt0913425,madrid jealousi obsess love hitchcockian penélopecruz lluíshomar blancaportillo pedroalmodóvar pedroalmodóvar pedroalmodóvar Drama Romance Thriller
14593,The Fourth Kind,451.0,5.8,2009,tt1220198,brothersisterrelationship wheelchair hypnosi investig cover-up ufo alaska disappear hospit alienabduct patient psychotherapi fakedocumentari basedonsupposedlytruestori fakedfootag audiocassett ancientastronaut duringcreditssting millajovovich willpatton hakeemkae-kazim olatundeosunsanmi olatundeosunsanmi olatundeosunsanmi Mystery Science Fiction Thriller
14594,Precious,426.0,6.9,2009,tt0929632,aid illiteraci song unwillinglypregn balloon school cri motorcycl gaboureysidibe mo'nique paulapatton leedaniels leedaniels leedaniels Drama
14596,The Bad Lieutenant: Port of Call - New Orleans,331.0,6.0,2009,tt1095217,policebrut organizedcrim policeman illegaldrug murderinvestig corruptcop nicolascage evamendes valkilmer wernerherzog wernerherzog wernerherzog Drama Crime
14597,The Twilight Saga: New Moon,2518.0,5.6,2009,tt1259571,moon cinema vampir werewolf fangvamp kristenstewart robertpattinson taylorlautner chrisweitz chrisweitz chrisweitz Adventure Fantasy Drama Romance
14599,The Messenger,120.0,7.0,2009,tt0790712,independentfilm wound soldier iraqwar benfoster woodyharrelson jenamalone orenmoverman orenmoverman orenmoverman Drama History
14602,Ninja Assassin,384.0,6.2,2009,tt1186367,assassin assassin ninjafight reveng ninja rain naomieharris sungkang jamesmcteigue jamesmcteigue jamesmcteigue Action Crime Thriller
14623,Merry Madagascar,57.0,6.3,2009,tt1526300,holiday cedrictheentertainer andyrichter carlreiner davidsoren davidsoren davidsoren Family Animation
14624,Brothers,650.0,6.8,2009,tt0765010,brotherbrotherrelationship brother-in-law lossofhusband warinafghanistan sister-in-law tobeymaguire jakegyllenhaal natalieportman jimsheridan jimsheridan jimsheridan Drama Thriller War
14627,The Fly,10.0,7.4,1980,tt0081040,ferencrófusz ferencrófusz ferencrófusz Animation
14631,"Billy Blazes, Esq.",5.0,6.3,1919,tt0009932,haroldlloyd bebedaniels 'snub'pollard halroach halroach halroach Comedy Western
14633,Sleep Dealer,41.0,6.0,2008,tt0804529,virtualr dystopia moralconflict comput loneli teacher leonorvarela jacobvargas luisfernandopeña alexrivera alexrivera alexrivera Drama Science Fiction Thriller
14637,The Blind Side,1626.0,7.2,2009,tt0878804,americanfootbal adopt educ privateschool sport americanfootballplay duringcreditssting sandrabullock quintonaaron kathybates johnleehancock johnleehancock johnleehancock Drama
14640,Zorns Lemma,5.0,7.0,1970,tt0131149,hollisframpton hollisframpton hollisframpton Documentary
